NP_ID,Neighborhood,Demographic,Unit_Size,Affordable_ind,Year
23,West Portland,3-Person Extremely Low-Income,1-BR,N,2016
23,West Portland,3-Person Extremely Low-Income,2-BR,N,2016
23,West Portland,3-Person Extremely Low-Income,3-BR,N,2016
23,West Portland,3-Person Extremely Low-Income,Homeownership,Y,2016
23,West Portland,3-Person Low-Income,Studio,Y,2016
23,West Portland,3-Person Low-Income,1-BR,N,2016
23,West Portland,3-Person Low-Income,2-BR,N,2016
23,West Portland,3-Person Low-Income,3-BR,N,2016
23,West Portland,3-Person Low-Income,Homeownership,Y,2016
23,West Portland,3-Person Moderate-Income,Studio,Y,2016
23,West Portland,3-Person Moderate-Income,1-BR,N,2016
23,West Portland,3-Person Moderate-Income,2-BR,N,2016
23,West Portland,3-Person Moderate-Income,3-BR,N,2016
23,West Portland,3-Person Moderate-Income,Homeownership,Y,2016
23,West Portland,Couple with Family,Studio,Y,2016
23,West Portland,Couple with Family,1-BR,N,2016
23,West Portland,Couple with Family,2-BR,N,2016
23,West Portland,Couple with Family,3-BR,N,2016
23,West Portland,Couple with Family,Homeownership,Y,2016
23,West Portland,White,Studio,N,2016
23,West Portland,White,1-BR,N,2016
23,West Portland,White,2-BR,N,2016
23,West Portland,White,3-BR,N,2016
23,West Portland,White,Homeownership,N,2016
23,West Portland,Black,Studio,Y,2016
23,West Portland,Black,1-BR,N,2016
23,West Portland,Black,2-BR,N,2016
23,West Portland,Black,3-BR,N,2016
23,West Portland,Black,Homeownership,Y,2016
23,West Portland,Latino,Studio,Y,2016
23,West Portland,Latino,1-BR,N,2016
23,West Portland,Latino,2-BR,N,2016
23,West Portland,Latino,3-BR,N,2016
23,West Portland,Latino,Homeownership,N,2016
23,West Portland,Native American,Studio,Y,2016
23,West Portland,Native American,1-BR,N,2016
23,West Portland,Native American,2-BR,N,2016
23,West Portland,Native American,3-BR,N,2016
23,West Portland,Native American,Homeownership,N,2016
23,West Portland,Asian,Studio,Y,2016
23,West Portland,Asian,1-BR,N,2016
23,West Portland,Asian,2-BR,N,2016
23,West Portland,Asian,3-BR,N,2016
23,West Portland,Asian,Homeownership,Y,2016
23,West Portland,Senior,Studio,Y,2016
23,West Portland,Senior,1-BR,N,2016
23,West Portland,Senior,2-BR,N,2016
23,West Portland,Senior,3-BR,N,2016
23,West Portland,Senior,Homeownership,N,2016
23,West Portland,Single Mother,Studio,Y,2016
23,West Portland,Single Mother,1-BR,N,2016
23,West Portland,Single Mother,2-BR,N,2016
23,West Portland,Single Mother,3-BR,N,2016
23,West Portland,Single Mother,Homeownership,N,2016
23,West Portland,Foreign-Born,Studio,Y,2016
23,West Portland,Foreign-Born,1-BR,N,2016
23,West Portland,Foreign-Born,2-BR,N,2016
23,West Portland,Foreign-Born,3-BR,N,2016
23,West Portland,Foreign-Born,Homeownership,Y,2016
24,Woodstock,Avg. Portland Household,Studio,Y,2016
24,Woodstock,Avg. Portland Household,1-BR,N,2016
24,Woodstock,Avg. Portland Household,2-BR,N,2016
24,Woodstock,Avg. Portland Household,3-BR,N,2016
24,Woodstock,Avg. Portland Household,Homeownership,Y,2016
24,Woodstock,3-Person Extremely Low-Income,Studio,Y,2016
24,Woodstock,3-Person Extremely Low-Income,1-BR,N,2016
24,Woodstock,3-Person Extremely Low-Income,2-BR,N,2016
24,Woodstock,3-Person Extremely Low-Income,3-BR,N,2016
24,Woodstock,3-Person Extremely Low-Income,Homeownership,Y,2016
24,Woodstock,3-Person Low-Income,Studio,Y,2016
24,Woodstock,3-Person Low-Income,1-BR,N,2016
24,Woodstock,3-Person Low-Income,2-BR,N,2016
24,Woodstock,3-Person Low-Income,3-BR,N,2016
24,Woodstock,3-Person Low-Income,Homeownership,Y,2016
24,Woodstock,3-Person Moderate-Income,Studio,Y,2016
24,Woodstock,3-Person Moderate-Income,1-BR,N,2016
24,Woodstock,3-Person Moderate-Income,2-BR,N,2016
24,Woodstock,3-Person Moderate-Income,3-BR,N,2016
24,Woodstock,3-Person Moderate-Income,Homeownership,Y,2016
24,Woodstock,Couple with Family,Studio,Y,2016
24,Woodstock,Couple with Family,1-BR,N,2016
24,Woodstock,Couple with Family,2-BR,N,2016
24,Woodstock,Couple with Family,3-BR,N,2016
24,Woodstock,Couple with Family,Homeownership,Y,2016
24,Woodstock,White,Studio,N,2016
24,Woodstock,White,1-BR,N,2016
24,Woodstock,White,2-BR,N,2016
24,Woodstock,White,3-BR,N,2016
24,Woodstock,White,Homeownership,N,2016
24,Woodstock,Black,Studio,Y,2016
24,Woodstock,Black,1-BR,N,2016
24,Woodstock,Black,2-BR,N,2016
24,Woodstock,Black,3-BR,N,2016
24,Woodstock,Black,Homeownership,Y,2016
24,Woodstock,Latino,Studio,Y,2016
24,Woodstock,Latino,1-BR,N,2016
24,Woodstock,Latino,2-BR,N,2016
24,Woodstock,Latino,3-BR,N,2016
24,Woodstock,Latino,Homeownership,N,2016
24,Woodstock,Native American,Studio,Y,2016
24,Woodstock,Native American,1-BR,N,2016
24,Woodstock,Native American,2-BR,N,2016
24,Woodstock,Native American,3-BR,N,2016
24,Woodstock,Native American,Homeownership,N,2016
24,Woodstock,Asian,Studio,Y,2016
24,Woodstock,Asian,1-BR,N,2016
24,Woodstock,Asian,2-BR,N,2016
24,Woodstock,Asian,3-BR,N,2016
24,Woodstock,Asian,Homeownership,Y,2016
24,Woodstock,Senior,Studio,Y,2016
24,Woodstock,Senior,1-BR,N,2016
24,Woodstock,Senior,2-BR,N,2016
24,Woodstock,Senior,3-BR,N,2016
24,Woodstock,Senior,Homeownership,N,2016
24,Woodstock,Single Mother,Studio,Y,2016
24,Woodstock,Single Mother,1-BR,N,2016
24,Woodstock,Single Mother,2-BR,N,2016
24,Woodstock,Single Mother,3-BR,N,2016
24,Woodstock,Single Mother,Homeownership,N,2016
24,Woodstock,Foreign-Born,Studio,Y,2016
24,Woodstock,Foreign-Born,1-BR,N,2016
24,Woodstock,Foreign-Born,2-BR,N,2016
24,Woodstock,Foreign-Born,3-BR,N,2016
24,Woodstock,Foreign-Born,Homeownership,Y,2016
1,122nd-Division,Native American,Studio,Y,2015
1,122nd-Division,Native American,1-BR,N,2015
1,122nd-Division,Native American,2-BR,N,2015
1,122nd-Division,Native American,3-BR,N,2015
1,122nd-Division,Foreign-Born,Studio,Y,2015
1,122nd-Division,Foreign-Born,1-BR,N,2015
1,122nd-Division,Foreign-Born,2-BR,N,2015
1,122nd-Division,Foreign-Born,3-BR,N,2015
1,122nd-Division,White,Studio,N,2015
1,122nd-Division,White,1-BR,N,2015
1,122nd-Division,White,2-BR,N,2015
1,122nd-Division,White,3-BR,N,2015
1,122nd-Division,Latino,Studio,Y,2015
1,122nd-Division,Latino,1-BR,N,2015
1,122nd-Division,Latino,2-BR,N,2015
1,122nd-Division,Latino,3-BR,N,2015
1,122nd-Division,Black,Studio,Y,2015
1,122nd-Division,Black,1-BR,N,2015
1,122nd-Division,Black,2-BR,N,2015
1,122nd-Division,Black,3-BR,N,2015
1,122nd-Division,Single Mother,Studio,Y,2015
1,122nd-Division,Single Mother,1-BR,N,2015
1,122nd-Division,Single Mother,2-BR,N,2015
1,122nd-Division,Single Mother,3-BR,N,2015
1,122nd-Division,Senior,Studio,Y,2015
1,122nd-Division,Senior,1-BR,N,2015
1,122nd-Division,Senior,2-BR,N,2015
1,122nd-Division,Senior,3-BR,N,2015
1,122nd-Division,Asian,Studio,Y,2015
1,122nd-Division,Asian,1-BR,N,2015
1,122nd-Division,Asian,2-BR,N,2015
1,122nd-Division,Asian,3-BR,N,2015
1,122nd-Division,Avg. Portland Household,Studio,Y,2015
1,122nd-Division,Avg. Portland Household,1-BR,N,2015
1,122nd-Division,Avg. Portland Household,2-BR,N,2015
1,122nd-Division,Avg. Portland Household,3-BR,N,2015
2,Belmont-Hawthorne-Division,Native American,Studio,Y,2015
2,Belmont-Hawthorne-Division,Native American,1-BR,N,2015
2,Belmont-Hawthorne-Division,Native American,2-BR,N,2015
2,Belmont-Hawthorne-Division,Native American,3-BR,N,2015
2,Belmont-Hawthorne-Division,Foreign-Born,Studio,Y,2015
2,Belmont-Hawthorne-Division,Foreign-Born,1-BR,N,2015
2,Belmont-Hawthorne-Division,Foreign-Born,2-BR,N,2015
2,Belmont-Hawthorne-Division,Foreign-Born,3-BR,N,2015
2,Belmont-Hawthorne-Division,White,Studio,N,2015
2,Belmont-Hawthorne-Division,White,1-BR,N,2015
2,Belmont-Hawthorne-Division,White,2-BR,N,2015
2,Belmont-Hawthorne-Division,White,3-BR,N,2015
2,Belmont-Hawthorne-Division,Latino,Studio,Y,2015
2,Belmont-Hawthorne-Division,Latino,1-BR,N,2015
2,Belmont-Hawthorne-Division,Latino,2-BR,N,2015
2,Belmont-Hawthorne-Division,Latino,3-BR,N,2015
2,Belmont-Hawthorne-Division,Black,Studio,Y,2015
2,Belmont-Hawthorne-Division,Black,1-BR,N,2015
2,Belmont-Hawthorne-Division,Black,2-BR,N,2015
2,Belmont-Hawthorne-Division,Black,3-BR,N,2015
2,Belmont-Hawthorne-Division,Single Mother,Studio,Y,2015
2,Belmont-Hawthorne-Division,Single Mother,1-BR,N,2015
2,Belmont-Hawthorne-Division,Single Mother,2-BR,N,2015
2,Belmont-Hawthorne-Division,Single Mother,3-BR,N,2015
2,Belmont-Hawthorne-Division,Senior,Studio,Y,2015
2,Belmont-Hawthorne-Division,Senior,1-BR,N,2015
2,Belmont-Hawthorne-Division,Senior,2-BR,N,2015
2,Belmont-Hawthorne-Division,Senior,3-BR,N,2015
2,Belmont-Hawthorne-Division,Asian,Studio,Y,2015
2,Belmont-Hawthorne-Division,Asian,1-BR,N,2015
2,Belmont-Hawthorne-Division,Asian,2-BR,N,2015
2,Belmont-Hawthorne-Division,Asian,3-BR,N,2015
2,Belmont-Hawthorne-Division,Avg. Portland Household,Studio,Y,2015
2,Belmont-Hawthorne-Division,Avg. Portland Household,1-BR,N,2015
2,Belmont-Hawthorne-Division,Avg. Portland Household,2-BR,N,2015
2,Belmont-Hawthorne-Division,Avg. Portland Household,3-BR,N,2015
3,Centennial-Glenfair-Wilkes,Native American,Studio,Y,2015
3,Centennial-Glenfair-Wilkes,Native American,1-BR,N,2015
3,Centennial-Glenfair-Wilkes,Native American,2-BR,N,2015
3,Centennial-Glenfair-Wilkes,Native American,3-BR,N,2015
3,Centennial-Glenfair-Wilkes,Foreign-Born,Studio,Y,2015
3,Centennial-Glenfair-Wilkes,Foreign-Born,1-BR,N,2015
3,Centennial-Glenfair-Wilkes,Foreign-Born,2-BR,N,2015
3,Centennial-Glenfair-Wilkes,Foreign-Born,3-BR,N,2015
3,Centennial-Glenfair-Wilkes,White,Studio,N,2015
3,Centennial-Glenfair-Wilkes,White,1-BR,N,2015
3,Centennial-Glenfair-Wilkes,White,2-BR,N,2015
3,Centennial-Glenfair-Wilkes,White,3-BR,N,2015
3,Centennial-Glenfair-Wilkes,Latino,Studio,Y,2015
3,Centennial-Glenfair-Wilkes,Latino,1-BR,N,2015
3,Centennial-Glenfair-Wilkes,Latino,2-BR,N,2015
3,Centennial-Glenfair-Wilkes,Latino,3-BR,N,2015
3,Centennial-Glenfair-Wilkes,Black,Studio,Y,2015
3,Centennial-Glenfair-Wilkes,Black,1-BR,N,2015
3,Centennial-Glenfair-Wilkes,Black,2-BR,N,2015
3,Centennial-Glenfair-Wilkes,Black,3-BR,N,2015
3,Centennial-Glenfair-Wilkes,Single Mother,Studio,Y,2015
3,Centennial-Glenfair-Wilkes,Single Mother,1-BR,N,2015
3,Centennial-Glenfair-Wilkes,Single Mother,2-BR,N,2015
3,Centennial-Glenfair-Wilkes,Single Mother,3-BR,N,2015
3,Centennial-Glenfair-Wilkes,Senior,Studio,Y,2015
3,Centennial-Glenfair-Wilkes,Senior,1-BR,N,2015
3,Centennial-Glenfair-Wilkes,Senior,2-BR,N,2015
3,Centennial-Glenfair-Wilkes,Senior,3-BR,N,2015
3,Centennial-Glenfair-Wilkes,Asian,Studio,Y,2015
3,Centennial-Glenfair-Wilkes,Asian,1-BR,N,2015
3,Centennial-Glenfair-Wilkes,Asian,2-BR,N,2015
3,Centennial-Glenfair-Wilkes,Asian,3-BR,N,2015
3,Centennial-Glenfair-Wilkes,Avg. Portland Household,Studio,Y,2015
3,Centennial-Glenfair-Wilkes,Avg. Portland Household,1-BR,N,2015
3,Centennial-Glenfair-Wilkes,Avg. Portland Household,2-BR,N,2015
3,Centennial-Glenfair-Wilkes,Avg. Portland Household,3-BR,N,2015
4,Central City,Native American,Studio,Y,2015
4,Central City,Native American,1-BR,N,2015
4,Central City,Native American,2-BR,N,2015
4,Central City,Native American,3-BR,N,2015
4,Central City,Foreign-Born,Studio,Y,2015
4,Central City,Foreign-Born,1-BR,N,2015
4,Central City,Foreign-Born,2-BR,N,2015
4,Central City,Foreign-Born,3-BR,N,2015
4,Central City,White,Studio,N,2015
4,Central City,White,1-BR,N,2015
4,Central City,White,2-BR,N,2015
4,Central City,White,3-BR,N,2015
4,Central City,Latino,Studio,Y,2015
4,Central City,Latino,1-BR,N,2015
4,Central City,Latino,2-BR,N,2015
4,Central City,Latino,3-BR,N,2015
4,Central City,Black,Studio,Y,2015
4,Central City,Black,1-BR,N,2015
4,Central City,Black,2-BR,N,2015
4,Central City,Black,3-BR,N,2015
4,Central City,Single Mother,Studio,Y,2015
4,Central City,Single Mother,1-BR,N,2015
4,Central City,Single Mother,2-BR,N,2015
4,Central City,Single Mother,3-BR,N,2015
4,Central City,Senior,Studio,Y,2015
4,Central City,Senior,1-BR,N,2015
4,Central City,Senior,2-BR,N,2015
4,Central City,Senior,3-BR,N,2015
4,Central City,Asian,Studio,Y,2015
4,Central City,Asian,1-BR,N,2015
4,Central City,Asian,2-BR,N,2015
4,Central City,Asian,3-BR,N,2015
4,Central City,Avg. Portland Household,Studio,Y,2015
4,Central City,Avg. Portland Household,1-BR,N,2015
4,Central City,Avg. Portland Household,2-BR,N,2015
4,Central City,Avg. Portland Household,3-BR,N,2015
5,Forest Park-Northwest Hills,Native American,Studio,Y,2015
5,Forest Park-Northwest Hills,Native American,1-BR,N,2015
5,Forest Park-Northwest Hills,Native American,2-BR,N,2015
5,Forest Park-Northwest Hills,Native American,3-BR,N,2015
5,Forest Park-Northwest Hills,Foreign-Born,Studio,Y,2015
5,Forest Park-Northwest Hills,Foreign-Born,1-BR,N,2015
5,Forest Park-Northwest Hills,Foreign-Born,2-BR,N,2015
5,Forest Park-Northwest Hills,Foreign-Born,3-BR,N,2015
5,Forest Park-Northwest Hills,White,Studio,N,2015
5,Forest Park-Northwest Hills,White,1-BR,N,2015
5,Forest Park-Northwest Hills,White,2-BR,N,2015
5,Forest Park-Northwest Hills,White,3-BR,N,2015
5,Forest Park-Northwest Hills,Latino,Studio,Y,2015
5,Forest Park-Northwest Hills,Latino,1-BR,N,2015
5,Forest Park-Northwest Hills,Latino,2-BR,N,2015
5,Forest Park-Northwest Hills,Latino,3-BR,N,2015
5,Forest Park-Northwest Hills,Black,Studio,Y,2015
5,Forest Park-Northwest Hills,Black,1-BR,N,2015
5,Forest Park-Northwest Hills,Black,2-BR,N,2015
5,Forest Park-Northwest Hills,Black,3-BR,N,2015
5,Forest Park-Northwest Hills,Single Mother,Studio,Y,2015
5,Forest Park-Northwest Hills,Single Mother,1-BR,N,2015
5,Forest Park-Northwest Hills,Single Mother,2-BR,N,2015
5,Forest Park-Northwest Hills,Single Mother,3-BR,N,2015
5,Forest Park-Northwest Hills,Senior,Studio,Y,2015
5,Forest Park-Northwest Hills,Senior,1-BR,N,2015
5,Forest Park-Northwest Hills,Senior,2-BR,N,2015
5,Forest Park-Northwest Hills,Senior,3-BR,N,2015
5,Forest Park-Northwest Hills,Asian,Studio,Y,2015
5,Forest Park-Northwest Hills,Asian,1-BR,N,2015
5,Forest Park-Northwest Hills,Asian,2-BR,N,2015
5,Forest Park-Northwest Hills,Asian,3-BR,N,2015
5,Forest Park-Northwest Hills,Avg. Portland Household,Studio,Y,2015
5,Forest Park-Northwest Hills,Avg. Portland Household,1-BR,N,2015
5,Forest Park-Northwest Hills,Avg. Portland Household,2-BR,N,2015
5,Forest Park-Northwest Hills,Avg. Portland Household,3-BR,N,2015
6,Gateway,Native American,Studio,Y,2015
6,Gateway,Native American,1-BR,N,2015
6,Gateway,Native American,2-BR,N,2015
6,Gateway,Native American,3-BR,N,2015
6,Gateway,Foreign-Born,Studio,Y,2015
6,Gateway,Foreign-Born,1-BR,N,2015
6,Gateway,Foreign-Born,2-BR,N,2015
6,Gateway,Foreign-Born,3-BR,N,2015
6,Gateway,White,Studio,N,2015
6,Gateway,White,1-BR,N,2015
6,Gateway,White,2-BR,N,2015
6,Gateway,White,3-BR,N,2015
6,Gateway,Latino,Studio,Y,2015
6,Gateway,Latino,1-BR,N,2015
6,Gateway,Latino,2-BR,N,2015
6,Gateway,Latino,3-BR,N,2015
6,Gateway,Black,Studio,Y,2015
6,Gateway,Black,1-BR,N,2015
6,Gateway,Black,2-BR,N,2015
6,Gateway,Black,3-BR,N,2015
6,Gateway,Single Mother,Studio,Y,2015
6,Gateway,Single Mother,1-BR,N,2015
6,Gateway,Single Mother,2-BR,N,2015
6,Gateway,Single Mother,3-BR,N,2015
6,Gateway,Senior,Studio,Y,2015
6,Gateway,Senior,1-BR,N,2015
6,Gateway,Senior,2-BR,N,2015
6,Gateway,Senior,3-BR,N,2015
6,Gateway,Asian,Studio,Y,2015
6,Gateway,Asian,1-BR,N,2015
6,Gateway,Asian,2-BR,N,2015
6,Gateway,Asian,3-BR,N,2015
6,Gateway,Avg. Portland Household,Studio,Y,2015
6,Gateway,Avg. Portland Household,1-BR,N,2015
6,Gateway,Avg. Portland Household,2-BR,N,2015
6,Gateway,Avg. Portland Household,3-BR,N,2015
7,Hayden Island,Native American,Studio,Y,2015
7,Hayden Island,Native American,1-BR,N,2015
7,Hayden Island,Native American,2-BR,N,2015
7,Hayden Island,Native American,3-BR,N,2015
7,Hayden Island,Foreign-Born,Studio,Y,2015
7,Hayden Island,Foreign-Born,1-BR,N,2015
7,Hayden Island,Foreign-Born,2-BR,N,2015
7,Hayden Island,Foreign-Born,3-BR,N,2015
7,Hayden Island,White,Studio,N,2015
7,Hayden Island,White,1-BR,N,2015
7,Hayden Island,White,2-BR,N,2015
7,Hayden Island,White,3-BR,N,2015
7,Hayden Island,Latino,Studio,Y,2015
7,Hayden Island,Latino,1-BR,N,2015
7,Hayden Island,Latino,2-BR,N,2015
7,Hayden Island,Latino,3-BR,N,2015
7,Hayden Island,Black,Studio,Y,2015
7,Hayden Island,Black,1-BR,N,2015
7,Hayden Island,Black,2-BR,N,2015
7,Hayden Island,Black,3-BR,N,2015
7,Hayden Island,Single Mother,Studio,Y,2015
7,Hayden Island,Single Mother,1-BR,N,2015
7,Hayden Island,Single Mother,2-BR,N,2015
7,Hayden Island,Single Mother,3-BR,N,2015
7,Hayden Island,Senior,Studio,Y,2015
7,Hayden Island,Senior,1-BR,N,2015
7,Hayden Island,Senior,2-BR,N,2015
7,Hayden Island,Senior,3-BR,N,2015
7,Hayden Island,Asian,Studio,Y,2015
7,Hayden Island,Asian,1-BR,N,2015
7,Hayden Island,Asian,2-BR,N,2015
7,Hayden Island,Asian,3-BR,N,2015
7,Hayden Island,Avg. Portland Household,Studio,Y,2015
7,Hayden Island,Avg. Portland Household,1-BR,N,2015
7,Hayden Island,Avg. Portland Household,2-BR,N,2015
7,Hayden Island,Avg. Portland Household,3-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Native American,Studio,Y,2015
8,Hillsdale-Multnomah-Barbur,Native American,1-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Native American,2-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Native American,3-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Foreign-Born,Studio,Y,2015
8,Hillsdale-Multnomah-Barbur,Foreign-Born,1-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Foreign-Born,2-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Foreign-Born,3-BR,N,2015
8,Hillsdale-Multnomah-Barbur,White,Studio,N,2015
8,Hillsdale-Multnomah-Barbur,White,1-BR,N,2015
8,Hillsdale-Multnomah-Barbur,White,2-BR,N,2015
8,Hillsdale-Multnomah-Barbur,White,3-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Latino,Studio,Y,2015
8,Hillsdale-Multnomah-Barbur,Latino,1-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Latino,2-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Latino,3-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Black,Studio,Y,2015
8,Hillsdale-Multnomah-Barbur,Black,1-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Black,2-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Black,3-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Single Mother,Studio,Y,2015
8,Hillsdale-Multnomah-Barbur,Single Mother,1-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Single Mother,2-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Single Mother,3-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Senior,Studio,Y,2015
8,Hillsdale-Multnomah-Barbur,Senior,1-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Senior,2-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Senior,3-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Asian,Studio,Y,2015
8,Hillsdale-Multnomah-Barbur,Asian,1-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Asian,2-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Asian,3-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Avg. Portland Household,Studio,Y,2015
8,Hillsdale-Multnomah-Barbur,Avg. Portland Household,1-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Avg. Portland Household,2-BR,N,2015
8,Hillsdale-Multnomah-Barbur,Avg. Portland Household,3-BR,N,2015
9,Hollywood,Native American,Studio,Y,2015
9,Hollywood,Native American,1-BR,N,2015
9,Hollywood,Native American,2-BR,N,2015
9,Hollywood,Native American,3-BR,N,2015
9,Hollywood,Foreign-Born,Studio,Y,2015
9,Hollywood,Foreign-Born,1-BR,N,2015
9,Hollywood,Foreign-Born,2-BR,N,2015
9,Hollywood,Foreign-Born,3-BR,N,2015
9,Hollywood,White,Studio,N,2015
9,Hollywood,White,1-BR,N,2015
9,Hollywood,White,2-BR,N,2015
9,Hollywood,White,3-BR,N,2015
9,Hollywood,Latino,Studio,Y,2015
9,Hollywood,Latino,1-BR,N,2015
9,Hollywood,Latino,2-BR,N,2015
9,Hollywood,Latino,3-BR,N,2015
9,Hollywood,Black,Studio,Y,2015
9,Hollywood,Black,1-BR,N,2015
9,Hollywood,Black,2-BR,N,2015
9,Hollywood,Black,3-BR,N,2015
9,Hollywood,Single Mother,Studio,Y,2015
9,Hollywood,Single Mother,1-BR,N,2015
9,Hollywood,Single Mother,2-BR,N,2015
9,Hollywood,Single Mother,3-BR,N,2015
9,Hollywood,Senior,Studio,Y,2015
9,Hollywood,Senior,1-BR,N,2015
9,Hollywood,Senior,2-BR,N,2015
9,Hollywood,Senior,3-BR,N,2015
9,Hollywood,Asian,Studio,Y,2015
9,Hollywood,Asian,1-BR,N,2015
9,Hollywood,Asian,2-BR,N,2015
9,Hollywood,Asian,3-BR,N,2015
9,Hollywood,Avg. Portland Household,Studio,Y,2015
9,Hollywood,Avg. Portland Household,1-BR,N,2015
9,Hollywood,Avg. Portland Household,2-BR,N,2015
9,Hollywood,Avg. Portland Household,3-BR,N,2015
10,Interstate Corridor,Native American,Studio,Y,2015
10,Interstate Corridor,Native American,1-BR,N,2015
10,Interstate Corridor,Native American,2-BR,N,2015
10,Interstate Corridor,Native American,3-BR,N,2015
10,Interstate Corridor,Foreign-Born,Studio,Y,2015
10,Interstate Corridor,Foreign-Born,1-BR,N,2015
10,Interstate Corridor,Foreign-Born,2-BR,N,2015
10,Interstate Corridor,Foreign-Born,3-BR,N,2015
10,Interstate Corridor,White,Studio,N,2015
10,Interstate Corridor,White,1-BR,N,2015
10,Interstate Corridor,White,2-BR,N,2015
10,Interstate Corridor,White,3-BR,N,2015
10,Interstate Corridor,Latino,Studio,Y,2015
10,Interstate Corridor,Latino,1-BR,N,2015
10,Interstate Corridor,Latino,2-BR,N,2015
10,Interstate Corridor,Latino,3-BR,N,2015
10,Interstate Corridor,Black,Studio,Y,2015
10,Interstate Corridor,Black,1-BR,N,2015
10,Interstate Corridor,Black,2-BR,N,2015
10,Interstate Corridor,Black,3-BR,N,2015
10,Interstate Corridor,Single Mother,Studio,Y,2015
10,Interstate Corridor,Single Mother,1-BR,N,2015
10,Interstate Corridor,Single Mother,2-BR,N,2015
10,Interstate Corridor,Single Mother,3-BR,N,2015
10,Interstate Corridor,Senior,Studio,Y,2015
10,Interstate Corridor,Senior,1-BR,N,2015
10,Interstate Corridor,Senior,2-BR,N,2015
10,Interstate Corridor,Senior,3-BR,N,2015
10,Interstate Corridor,Asian,Studio,Y,2015
10,Interstate Corridor,Asian,1-BR,N,2015
10,Interstate Corridor,Asian,2-BR,N,2015
10,Interstate Corridor,Asian,3-BR,N,2015
10,Interstate Corridor,Avg. Portland Household,Studio,Y,2015
10,Interstate Corridor,Avg. Portland Household,1-BR,N,2015
10,Interstate Corridor,Avg. Portland Household,2-BR,N,2015
10,Interstate Corridor,Avg. Portland Household,3-BR,N,2015
11,Lents-Foster,Native American,Studio,Y,2015
11,Lents-Foster,Native American,1-BR,N,2015
11,Lents-Foster,Native American,2-BR,N,2015
11,Lents-Foster,Native American,3-BR,N,2015
11,Lents-Foster,Foreign-Born,Studio,Y,2015
11,Lents-Foster,Foreign-Born,1-BR,N,2015
11,Lents-Foster,Foreign-Born,2-BR,N,2015
11,Lents-Foster,Foreign-Born,3-BR,N,2015
11,Lents-Foster,White,Studio,N,2015
11,Lents-Foster,White,1-BR,N,2015
11,Lents-Foster,White,2-BR,N,2015
11,Lents-Foster,White,3-BR,N,2015
11,Lents-Foster,Latino,Studio,Y,2015
11,Lents-Foster,Latino,1-BR,N,2015
11,Lents-Foster,Latino,2-BR,N,2015
11,Lents-Foster,Latino,3-BR,N,2015
11,Lents-Foster,Black,Studio,Y,2015
11,Lents-Foster,Black,1-BR,N,2015
11,Lents-Foster,Black,2-BR,N,2015
11,Lents-Foster,Black,3-BR,N,2015
11,Lents-Foster,Single Mother,Studio,Y,2015
11,Lents-Foster,Single Mother,1-BR,N,2015
11,Lents-Foster,Single Mother,2-BR,N,2015
11,Lents-Foster,Single Mother,3-BR,N,2015
11,Lents-Foster,Senior,Studio,Y,2015
11,Lents-Foster,Senior,1-BR,N,2015
11,Lents-Foster,Senior,2-BR,N,2015
11,Lents-Foster,Senior,3-BR,N,2015
11,Lents-Foster,Asian,Studio,Y,2015
11,Lents-Foster,Asian,1-BR,N,2015
11,Lents-Foster,Asian,2-BR,N,2015
11,Lents-Foster,Asian,3-BR,N,2015
11,Lents-Foster,Avg. Portland Household,Studio,Y,2015
11,Lents-Foster,Avg. Portland Household,1-BR,N,2015
11,Lents-Foster,Avg. Portland Household,2-BR,N,2015
11,Lents-Foster,Avg. Portland Household,3-BR,N,2015
12,MLK-Alberta,Native American,Studio,Y,2015
12,MLK-Alberta,Native American,1-BR,N,2015
12,MLK-Alberta,Native American,2-BR,N,2015
12,MLK-Alberta,Native American,3-BR,N,2015
12,MLK-Alberta,Foreign-Born,Studio,Y,2015
12,MLK-Alberta,Foreign-Born,1-BR,N,2015
12,MLK-Alberta,Foreign-Born,2-BR,N,2015
12,MLK-Alberta,Foreign-Born,3-BR,N,2015
12,MLK-Alberta,White,Studio,N,2015
